,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3,Frequency_4,Amplitude_4,Phase_4,Frequency_5,Amplitude_5,Phase_5,Frequency_6,Amplitude_6,Phase_6,Frequency_7,Amplitude_7,Phase_7,Frequency_8,Amplitude_8,Phase_8,Frequency_9,Amplitude_9,Phase_9,Frequency_10,Amplitude_10,Phase_10,Frequency_11,Amplitude_11,Phase_11
0,11500000000.0,-3.896518719E+01,-3.051323056E+01,11520000000.0,-3.861851629E+01,9.379546755E+01,11540000000.0,-3.801678005E+01,-1.439055689E+02,11560000000.0,-3.766637769E+01,-2.294392684E+01,11580000000.0,-3.737789175E+01,9.447866423E+01,11600000000.0,-3.822735800E+01,-1.441854339E+02,11620000000.0,-3.806768956E+01,-2.350257188E+01,11640000000.0,-3.875773557E+01,9.753373440E+01,11660000000.0,-3.909674067E+01,-1.365203290E+02,11680000000.0,-3.928233618E+01,-1.647226227E+01,11700000000.0,"-3.992775458E+01
","1.087705850E+02
"
1,11500000000.0,-3.676667552E+01,-1.960457512E+01,11520000000.0,-3.573039573E+01,1.063481161E+02,11540000000.0,-3.508778631E+01,-1.340928804E+02,11560000000.0,-3.421246202E+01,-1.414329406E+01,11580000000.0,-3.366040148E+01,1.039588183E+02,11600000000.0,-3.422392417E+01,-1.383558024E+02,11620000000.0,-3.457268692E+01,-1.885939398E+01,11640000000.0,-3.488130927E+01,1.053933056E+02,11660000000.0,-3.545136259E+01,-1.311211971E+02,11680000000.0,-3.576069824E+01,-4.378208661E+00,11700000000.0,"-3.628916217E+01
","1.217216227E+02
"
2,11500000000.0,-3.521850188E+01,-2.485439265E+01,11520000000.0,-3.421108213E+01,1.001335926E+02,11540000000.0,-3.343857801E+01,-1.362841186E+02,11560000000.0,-3.274112503E+01,-1.626586688E+01,11580000000.0,-3.242667674E+01,1.026785038E+02,11600000000.0,-3.263536055E+01,-1.395341293E+02,11620000000.0,-3.340194072E+01,-1.826726911E+01,11640000000.0,-3.401107917E+01,1.046203590E+02,11660000000.0,-3.457978084E+01,-1.322276169E+02,11680000000.0,-3.522789211E+01,-4.486120464E+00,11700000000.0,"-3.549115177E+01
","1.213692551E+02
"
3,11500000000.0,-3.388581637E+01,-3.325985733E+01,11520000000.0,-3.308595698E+01,9.103842718E+01,11540000000.0,-3.251805043E+01,-1.472551375E+02,11560000000.0,-3.193986532E+01,-2.752858775E+01,11580000000.0,-3.167894600E+01,9.074844458E+01,11600000000.0,-3.182323131E+01,-1.515917703E+02,11620000000.0,-3.215628973E+01,-3.020577707E+01,11640000000.0,-3.255292927E+01,9.410763311E+01,11660000000.0,-3.316721689E+01,-1.416512934E+02,11680000000.0,-3.362136957E+01,-1.808520732E+01,11700000000.0,"-3.389464520E+01
","1.094346174E+02
"
4,11500000000.0,-3.487353992E+01,-4.027624790E+01,11520000000.0,-3.377285174E+01,8.453883573E+01,11540000000.0,-3.306944241E+01,-1.535332933E+02,11560000000.0,-3.236472181E+01,-3.343237953E+01,11580000000.0,-3.215286421E+01,8.494127331E+01,11600000000.0,-3.220763967E+01,-1.549155596E+02,11620000000.0,-3.289841107E+01,-3.250382018E+01,11640000000.0,-3.331859888E+01,9.025462586E+01,11660000000.0,-3.368218124E+01,-1.439761748E+02,11680000000.0,-3.446341169E+01,-2.001042869E+01,11700000000.0,"-3.470671433E+01
","1.050452617E+02
"
5,11500000000.0,-3.541675937E+01,-3.359602635E+01,11520000000.0,-3.456691418E+01,8.805232251E+01,11540000000.0,-3.387738366E+01,-1.496534498E+02,11560000000.0,-3.327205780E+01,-2.886502354E+01,11580000000.0,-3.314914021E+01,8.755365119E+01,11600000000.0,-3.329269497E+01,-1.543463541E+02,11620000000.0,-3.399500095E+01,-3.272482176E+01,11640000000.0,-3.450302601E+01,9.086687407E+01,11660000000.0,-3.484042155E+01,-1.428999343E+02,11680000000.0,-3.555291046E+01,-1.662523329E+01,11700000000.0,"-3.561374923E+01
","1.101690497E+02
"
6,11500000000.0,-3.486445395E+01,-2.239380031E+01,11520000000.0,-3.382138247E+01,1.022302295E+02,11540000000.0,-3.305691662E+01,-1.361525772E+02,11560000000.0,-3.257086645E+01,-1.685327301E+01,11580000000.0,-3.202491274E+01,1.028161052E+02,11600000000.0,-3.230700781E+01,-1.397663704E+02,11620000000.0,-3.286750097E+01,-1.793099821E+01,11640000000.0,-3.352796646E+01,1.043635776E+02,11660000000.0,-3.419224069E+01,-1.280476981E+02,11680000000.0,-3.474057669E+01,-4.892861396E+00,11700000000.0,"-3.513750966E+01
","1.219068624E+02
"
7,11500000000.0,-3.541066449E+01,-2.943056900E+01,11520000000.0,-3.470790134E+01,9.559153048E+01,11540000000.0,-3.405861375E+01,-1.418132650E+02,11560000000.0,-3.318935956E+01,-2.397352615E+01,11580000000.0,-3.310629104E+01,9.647033442E+01,11600000000.0,-3.350897918E+01,-1.474504084E+02,11620000000.0,-3.404630552E+01,-2.340984456E+01,11640000000.0,-3.432282709E+01,9.897019438E+01,11660000000.0,-3.496737289E+01,-1.377056448E+02,11680000000.0,-3.537627775E+01,-1.033897264E+01,11700000000.0,"-3.574182810E+01
","1.155521142E+02
"
8,11500000000.0,-3.583940021E+01,-3.835008324E+01,11520000000.0,-3.472995339E+01,8.535761200E+01,11540000000.0,-3.403589499E+01,-1.509348146E+02,11560000000.0,-3.316353441E+01,-3.208265499E+01,11580000000.0,-3.267631221E+01,8.723075543E+01,11600000000.0,-3.292937286E+01,-1.543883115E+02,11620000000.0,-3.358689167E+01,-3.415348770E+01,11640000000.0,-3.410094733E+01,9.243617698E+01,11660000000.0,-3.454925688E+01,-1.417187037E+02,11680000000.0,-3.523343372E+01,-1.577527094E+01,11700000000.0,"-3.572653911E+01
","1.110490373E+02
"
9,11500000000.0,-3.484546296E+01,-2.324612892E+01,11520000000.0,-3.382930692E+01,1.013199119E+02,11540000000.0,-3.280789878E+01,-1.385371946E+02,11560000000.0,-3.235955858E+01,-1.951512252E+01,11580000000.0,-3.204020686E+01,9.939617316E+01,11600000000.0,-3.214951376E+01,-1.416994394E+02,11620000000.0,-3.280683777E+01,-2.181437790E+01,11640000000.0,-3.349909772E+01,9.891560764E+01,11660000000.0,-3.460147955E+01,-1.345579669E+02,11680000000.0,-3.530441684E+01,-1.130811411E+01,11700000000.0,"-3.551511780E+01
","1.174174598E+02
"
