,Amplitude
0,-1.117795867E+002
1,-1.046185913E+002
2,-1.081869354E+002
3,-1.068218536E+002
4,-1.102925415E+002
5,-1.077612304E+002
6,-1.074280548E+002
7,-1.092288436E+002
8,-1.107366790E+002
9,-1.054429168E+002
10,-1.066493911E+002
11,-1.060359878E+002
12,-1.057129364E+002
13,-1.059069366E+002
14,-1.046767120E+002
15,-1.115683364E+002
16,-1.061378936E+002
17,-1.064551620E+002
18,-1.031695098E+002
19,-1.085939712E+002
20,-1.024532318E+002
21,-1.080915527E+002
22,-1.040893402E+002
23,-1.019046325E+002
24,-1.049850921E+002
25,-1.046916732E+002
26,-1.064132080E+002
27,-1.081849823E+002
28,-1.082706680E+002
29,-1.125271987E+002
30,-1.045025177E+002
31,-1.084056854E+002
32,-1.095179443E+002
33,-1.099823989E+002
34,-1.089051666E+002
35,-1.087641601E+002
36,-1.069216766E+002
37,-1.083562774E+002
38,-1.145529937E+002
39,-1.088421478E+002
40,-1.092777328E+002
41,-1.045623397E+002
42,-1.032440185E+002
43,-1.041742935E+002
44,-1.090308075E+002
45,-1.087898788E+002
46,-1.098301849E+002
47,-1.056695327E+002
48,-1.075552520E+002
49,-1.046467514E+002
50,-1.112305450E+002
51,-1.057064971E+002
52,-1.083085556E+002
53,-1.097842865E+002
54,-1.080579605E+002
55,-1.103918685E+002
56,-1.121957016E+002
57,-1.096929168E+002
58,-1.051363296E+002
59,-1.079259033E+002
60,-1.033933715E+002
61,-1.084708862E+002
62,-1.109208755E+002
63,-1.047113266E+002
64,-1.059692230E+002
65,-1.088661117E+002
66,-1.073778686E+002
67,-1.106614532E+002
68,-1.080400009E+002
69,-1.068938980E+002
70,-1.075758819E+002
71,-1.041786499E+002
72,-1.084881134E+002
73,-1.099846649E+002
74,-1.076290435E+002
75,-1.038339614E+002
76,-1.053664779E+002
77,-1.111291961E+002
78,-1.039781036E+002
79,-1.063241958E+002
80,-1.098454589E+002
81,-1.106527862E+002
82,-1.093910522E+002
83,-1.067649536E+002
84,-1.083022918E+002
85,-1.097044906E+002
86,-1.066931762E+002
87,-1.055744400E+002
88,-1.049750976E+002
89,-1.046555786E+002
90,-1.095953521E+002
91,-1.033780059E+002
92,-1.104370575E+002
93,-1.091844711E+002
94,-1.059249420E+002
95,-1.107198028E+002
96,-1.038141708E+002
97,-1.086735382E+002
98,-1.097219238E+002
99,-1.059682998E+002
100,-1.048191528E+002
