,Amplitude
0,-1.068904876E+002
1,-1.075767440E+002
2,-1.051410903E+002
3,-1.083552703E+002
4,-1.064713134E+002
5,-1.099554061E+002
6,-1.069391708E+002
7,-1.102961425E+002
8,-1.081505127E+002
9,-1.069595565E+002
10,-1.084544525E+002
11,-1.072702179E+002
12,-1.104891128E+002
13,-1.044681167E+002
14,-1.062204971E+002
15,-1.087304687E+002
16,-1.103179550E+002
17,-1.119636611E+002
18,-1.075526886E+002
19,-1.079802017E+002
20,-1.091783828E+002
21,-1.075956802E+002
22,-1.069927368E+002
23,-1.100945053E+002
24,-1.072412948E+002
25,-1.075493392E+002
26,-1.081243057E+002
27,-1.072692871E+002
28,-1.058612518E+002
29,-1.080569458E+002
30,-1.116336212E+002
31,-1.053604965E+002
32,-1.069772186E+002
33,-1.069185409E+002
34,-1.058190536E+002
35,-1.081560516E+002
36,-1.095941009E+002
37,-1.049174041E+002
38,-1.078899154E+002
39,-1.058118667E+002
40,-1.093615341E+002
41,-1.082216949E+002
42,-1.093747787E+002
43,-1.028807754E+002
44,-1.074471664E+002
45,-1.060002288E+002
46,-1.095027923E+002
47,-1.087137451E+002
48,-1.068491058E+002
49,-1.108384628E+002
50,-1.094034652E+002
51,-1.122944564E+002
52,-1.075967178E+002
53,-1.062172393E+002
54,-1.113545532E+002
55,-1.073082275E+002
56,-1.050487518E+002
57,-1.089086151E+002
58,-1.092960662E+002
59,-1.074235992E+002
60,-1.054865112E+002
61,-1.078069686E+002
62,-1.089030380E+002
63,-1.097022247E+002
64,-1.039416503E+002
65,-1.043692627E+002
66,-1.089621200E+002
67,-1.098682098E+002
68,-1.098020401E+002
69,-1.076840667E+002
70,-1.076414566E+002
71,-1.085696029E+002
72,-1.097874603E+002
73,-1.070119171E+002
74,-1.086638336E+002
75,-1.054936065E+002
76,-1.063443450E+002
77,-1.098670196E+002
78,-1.078901825E+002
79,-1.055982208E+002
80,-1.063041229E+002
81,-1.071640014E+002
82,-1.103209457E+002
83,-1.081933441E+002
84,-1.080156860E+002
85,-1.079640655E+002
86,-1.068457412E+002
87,-1.070779647E+002
88,-1.057315826E+002
89,-1.063339614E+002
90,-1.090792388E+002
91,-1.088578338E+002
92,-1.086877899E+002
93,-1.048100967E+002
94,-1.064536132E+002
95,-1.074897232E+002
96,-1.065602874E+002
97,-1.057295761E+002
98,-1.054058380E+002
99,-1.046344833E+002
100,-1.091686248E+002
