,Amplitude
0,-1.107355117E+002
1,-1.099409790E+002
2,-1.056877899E+002
3,-1.159516601E+002
4,-1.098491821E+002
5,-1.112240142E+002
6,-1.078202514E+002
7,-1.044951629E+002
8,-1.087812347E+002
9,-1.071966934E+002
10,-1.054774398E+002
11,-1.128312530E+002
12,-1.074882812E+002
13,-1.084925918E+002
14,-1.061444931E+002
15,-1.073244400E+002
16,-1.136251831E+002
17,-1.055290908E+002
18,-1.041538696E+002
19,-1.058497772E+002
20,-1.093292694E+002
21,-1.069118042E+002
22,-1.048155288E+002
23,-1.078693618E+002
24,-1.070766601E+002
25,-1.071095733E+002
26,-1.107897110E+002
27,-1.045521850E+002
28,-1.110816879E+002
29,-1.073572540E+002
30,-1.082399673E+002
31,-1.064423675E+002
32,-1.074052124E+002
33,-1.060915298E+002
34,-1.077588119E+002
35,-1.091070175E+002
36,-1.109092559E+002
37,-1.038114013E+002
38,-1.063957672E+002
39,-1.082604827E+002
40,-1.042254180E+002
41,-1.060582122E+002
42,-1.087471771E+002
43,-1.064650421E+002
44,-1.111155853E+002
45,-1.069714508E+002
46,-1.080000457E+002
47,-1.104016876E+002
48,-1.054677963E+002
49,-1.128442153E+002
50,-1.081488037E+002
51,-1.129009552E+002
52,-1.070827789E+002
53,-1.074298706E+002
54,-1.085325698E+002
55,-1.066771698E+002
56,-1.062154998E+002
57,-1.035043182E+002
58,-1.080260772E+002
59,-1.109629898E+002
60,-1.082613372E+002
61,-1.103093872E+002
62,-1.056425781E+002
63,-1.119212493E+002
64,-1.063074340E+002
65,-1.101706314E+002
66,-1.104010849E+002
67,-1.080525283E+002
68,-1.071443939E+002
69,-1.112407684E+002
70,-1.111959381E+002
71,-1.087774658E+002
72,-1.054105377E+002
73,-1.085900497E+002
74,-1.057437515E+002
75,-1.064355239E+002
76,-1.078225936E+002
77,-1.109367294E+002
78,-1.133947982E+002
79,-1.081661224E+002
80,-1.091263656E+002
81,-1.094172744E+002
82,-1.077265243E+002
83,-1.112627792E+002
84,-1.072635269E+002
85,-1.105179061E+002
86,-1.051480712E+002
87,-1.033547363E+002
88,-1.089672088E+002
89,-1.110141830E+002
90,-1.069134292E+002
91,-1.051115722E+002
92,-1.061448593E+002
93,-1.031174469E+002
94,-1.094752578E+002
95,-1.099710464E+002
96,-1.045495224E+002
97,-1.049561004E+002
98,-1.061721038E+002
99,-1.073563232E+002
100,-1.055010833E+002
