,Amplitude
0,-1.085276336E+002
1,-1.085995636E+002
2,-1.074830322E+002
3,-1.084698867E+002
4,-1.071820526E+002
5,-1.070002594E+002
6,-1.063907470E+002
7,-1.064112091E+002
8,-1.061167602E+002
9,-1.082580108E+002
10,-1.068591156E+002
11,-1.061325683E+002
12,-1.106733398E+002
13,-1.135734100E+002
14,-1.062862091E+002
15,-1.083259048E+002
16,-1.084840545E+002
17,-1.106858978E+002
18,-1.062014617E+002
19,-1.072260742E+002
20,-1.127389984E+002
21,-1.042655029E+002
22,-1.058724594E+002
23,-1.099836883E+002
24,-1.086385269E+002
25,-1.072552948E+002
26,-1.118078994E+002
27,-1.060607681E+002
28,-1.057553710E+002
29,-1.116358795E+002
30,-1.083160629E+002
31,-1.053105239E+002
32,-1.068586425E+002
33,-1.084402694E+002
34,-1.053883285E+002
35,-1.038223877E+002
36,-1.083710174E+002
37,-1.085280914E+002
38,-1.063112030E+002
39,-1.070288925E+002
40,-1.091774292E+002
41,-1.056133575E+002
42,-1.045528793E+002
43,-1.081570587E+002
44,-1.095862045E+002
45,-1.074724121E+002
46,-1.049953460E+002
47,-1.088239517E+002
48,-1.071697387E+002
49,-1.042252807E+002
50,-1.063868637E+002
51,-1.074582138E+002
52,-1.090175399E+002
53,-1.128934326E+002
54,-1.105858764E+002
55,-1.124740753E+002
56,-1.072464752E+002
57,-1.085336914E+002
58,-1.069320297E+002
59,-1.042982406E+002
60,-1.073160553E+002
61,-1.079461212E+002
62,-1.114578018E+002
63,-1.076406021E+002
64,-1.116405410E+002
65,-1.078002471E+002
66,-1.076211395E+002
67,-1.019505844E+002
68,-1.051993637E+002
69,-1.061071624E+002
70,-1.076053237E+002
71,-1.057342147E+002
72,-1.075355606E+002
73,-1.071011505E+002
74,-1.076346588E+002
75,-1.095017547E+002
76,-1.096534042E+002
77,-1.097488632E+002
78,-1.074246215E+002
79,-1.093000717E+002
80,-1.070151748E+002
81,-1.063574676E+002
82,-1.107284927E+002
83,-1.057303085E+002
84,-1.054351577E+002
85,-1.095676727E+002
86,-1.136149139E+002
87,-1.144730453E+002
88,-1.084021453E+002
89,-1.083087158E+002
90,-1.070476303E+002
91,-1.082569809E+002
92,-1.089418335E+002
93,-1.084798736E+002
94,-1.066807708E+002
95,-1.108454589E+002
96,-1.078293228E+002
97,-1.084012680E+002
98,-1.098878173E+002
99,-1.081564712E+002
100,-1.051208877E+002
