,Amplitude
0,-1.085030365E+002
1,-1.071790313E+002
2,-1.061401977E+002
3,-1.078580932E+002
4,-1.064366607E+002
5,-1.085621566E+002
6,-1.074937362E+002
7,-1.039799423E+002
8,-1.102300796E+002
9,-1.064836654E+002
10,-1.066569595E+002
11,-1.087771606E+002
12,-1.092088623E+002
13,-1.114439086E+002
14,-1.087543335E+002
15,-1.130794067E+002
16,-1.056675033E+002
17,-1.065927887E+002
18,-1.076790618E+002
19,-1.087803573E+002
20,-1.076056289E+002
21,-1.074634017E+002
22,-1.057961807E+002
23,-1.070711669E+002
24,-1.062487411E+002
25,-1.049785766E+002
26,-1.061513671E+002
27,-1.062522125E+002
28,-1.086549911E+002
29,-1.112701034E+002
30,-1.112479858E+002
31,-1.051980743E+002
32,-1.081539306E+002
33,-1.118265152E+002
34,-1.067426757E+002
35,-1.112442627E+002
36,-1.054714813E+002
37,-1.084161148E+002
38,-1.112755127E+002
39,-1.062412109E+002
40,-1.065971527E+002
41,-1.079157867E+002
42,-1.070954132E+002
43,-1.076809082E+002
44,-1.120910797E+002
45,-1.086700058E+002
46,-1.060196685E+002
47,-1.099712371E+002
48,-1.049741210E+002
49,-1.114703598E+002
50,-1.090926132E+002
51,-1.061607666E+002
52,-1.078052215E+002
53,-1.067398834E+002
54,-1.060883407E+002
55,-1.088873901E+002
56,-1.038936996E+002
57,-1.091720733E+002
58,-1.129038238E+002
59,-1.061452865E+002
60,-1.043371734E+002
61,-1.119943389E+002
62,-1.096316070E+002
63,-1.080801391E+002
64,-1.045748672E+002
65,-1.042113418E+002
66,-1.100854950E+002
67,-1.073177337E+002
68,-1.111638412E+002
69,-1.062649154E+002
70,-1.044945449E+002
71,-1.082389755E+002
72,-1.063184051E+002
73,-1.063373184E+002
74,-1.113818588E+002
75,-1.047733306E+002
76,-1.052661132E+002
77,-1.138594207E+002
78,-1.114997329E+002
79,-1.111769790E+002
80,-1.070054473E+002
81,-1.071464614E+002
82,-1.058492431E+002
83,-1.068200683E+002
84,-1.078988876E+002
85,-1.112747955E+002
86,-1.059931182E+002
87,-1.057637481E+002
88,-1.066738662E+002
89,-1.087643814E+002
90,-1.169610595E+002
91,-1.054529647E+002
92,-1.071415863E+002
93,-1.100425186E+002
94,-1.062779159E+002
95,-1.111649932E+002
96,-1.086245346E+002
97,-1.066750717E+002
98,-1.070625762E+002
99,-1.084931640E+002
100,-1.090290374E+002
