,Amplitude
0,-1.030888671E+002
1,-1.053193740E+002
2,-1.075194320E+002
3,-1.080037460E+002
4,-1.064284668E+002
5,-1.100571136E+002
6,-1.138947601E+002
7,-1.095869979E+002
8,-1.128717041E+002
9,-1.058437881E+002
10,-1.053998260E+002
11,-1.108969726E+002
12,-1.120198211E+002
13,-1.054463043E+002
14,-1.092986602E+002
15,-1.057283554E+002
16,-1.046813812E+002
17,-1.071322250E+002
18,-1.100232315E+002
19,-1.078964462E+002
20,-1.060275421E+002
21,-1.078008880E+002
22,-1.064330444E+002
23,-1.042911529E+002
24,-1.078577041E+002
25,-1.092048797E+002
26,-1.078204116E+002
27,-1.079390487E+002
28,-1.084164428E+002
29,-1.079148788E+002
30,-1.070920791E+002
31,-1.110003433E+002
32,-1.096333618E+002
33,-1.096804351E+002
34,-1.103310699E+002
35,-1.081393814E+002
36,-1.096181182E+002
37,-1.058229522E+002
38,-1.065892944E+002
39,-1.095663681E+002
40,-1.057855987E+002
41,-1.091717681E+002
42,-1.071252899E+002
43,-1.082714996E+002
44,-1.073693695E+002
45,-1.072131729E+002
46,-1.086189727E+002
47,-1.077926254E+002
48,-1.044641265E+002
49,-1.067490997E+002
50,-1.081844482E+002
51,-1.036963958E+002
52,-1.042794570E+002
53,-1.096914062E+002
54,-1.076493148E+002
55,-1.077677459E+002
56,-1.110069732E+002
57,-1.065532226E+002
58,-1.118943100E+002
59,-1.108776626E+002
60,-1.096169052E+002
61,-1.082682342E+002
62,-1.069360122E+002
63,-1.035184097E+002
64,-1.073902740E+002
65,-1.080754852E+002
66,-1.097156219E+002
67,-1.069027328E+002
68,-1.089245147E+002
69,-1.122298355E+002
70,-1.085730743E+002
71,-1.073347930E+002
72,-1.050601043E+002
73,-1.084853286E+002
74,-1.096877288E+002
75,-1.060919952E+002
76,-1.077473907E+002
77,-1.069895782E+002
78,-1.057236099E+002
79,-1.080375824E+002
80,-1.107765350E+002
81,-1.058191680E+002
82,-1.102798843E+002
83,-1.099569549E+002
84,-1.068581085E+002
85,-1.052137069E+002
86,-1.102138900E+002
87,-1.075556411E+002
88,-1.104713287E+002
89,-1.079053192E+002
90,-1.064475555E+002
91,-1.069632797E+002
92,-1.054501800E+002
93,-1.077857437E+002
94,-1.068661041E+002
95,-1.052905273E+002
96,-1.092489013E+002
97,-1.070154266E+002
98,-1.062075653E+002
99,-1.092735214E+002
100,-1.072506485E+002
