,Amplitude
0,-1.078650665E+002
1,-1.040194931E+002
2,-1.093206024E+002
3,-1.091431427E+002
4,-1.099625473E+002
5,-1.107587738E+002
6,-1.103008041E+002
7,-1.066148452E+002
8,-1.079029159E+002
9,-1.125603790E+002
10,-1.126996002E+002
11,-1.058562393E+002
12,-1.062289657E+002
13,-1.060014419E+002
14,-1.086793975E+002
15,-1.087005157E+002
16,-1.104944076E+002
17,-1.052228164E+002
18,-1.075747070E+002
19,-1.079092178E+002
20,-1.100259246E+002
21,-1.062764663E+002
22,-1.076577148E+002
23,-1.067884674E+002
24,-1.093971710E+002
25,-1.088596420E+002
26,-1.031743392E+002
27,-1.057743301E+002
28,-1.047315673E+002
29,-1.053122558E+002
30,-1.081893158E+002
31,-1.077442169E+002
32,-1.043915252E+002
33,-1.057823257E+002
34,-1.071678314E+002
35,-1.085579605E+002
36,-1.063523101E+002
37,-1.065119400E+002
38,-1.081093292E+002
39,-1.050918960E+002
40,-1.077094497E+002
41,-1.074892120E+002
42,-1.047173004E+002
43,-1.110184783E+002
44,-1.045747833E+002
45,-1.074013824E+002
46,-1.103994369E+002
47,-1.072245941E+002
48,-1.081512908E+002
49,-1.092774429E+002
50,-1.072671508E+002
51,-1.087885513E+002
52,-1.082309341E+002
53,-1.089548568E+002
54,-1.089521713E+002
55,-1.044287109E+002
56,-1.090790023E+002
57,-1.074928360E+002
58,-1.104480972E+002
59,-1.052435302E+002
60,-1.092918090E+002
61,-1.104498748E+002
62,-1.076342544E+002
63,-1.099577636E+002
64,-1.062159881E+002
65,-1.102126617E+002
66,-1.046792755E+002
67,-1.075513763E+002
68,-1.055625991E+002
69,-1.070585784E+002
70,-1.087952728E+002
71,-1.067555389E+002
72,-1.063375701E+002
73,-1.095710067E+002
74,-1.090865478E+002
75,-1.074908065E+002
76,-1.074528808E+002
77,-1.118805923E+002
78,-1.108525238E+002
79,-1.063331451E+002
80,-1.074499282E+002
81,-1.090500488E+002
82,-1.074228286E+002
83,-1.077869415E+002
84,-1.056115570E+002
85,-1.058323135E+002
86,-1.060129013E+002
87,-1.097374267E+002
88,-1.129824218E+002
89,-1.091044464E+002
90,-1.052846069E+002
91,-1.057027587E+002
92,-1.071494903E+002
93,-1.081583023E+002
94,-1.079347381E+002
95,-1.052935180E+002
96,-1.037552337E+002
97,-1.054386215E+002
98,-1.094227447E+002
99,-1.100481796E+002
100,-1.062134170E+002
