,Amplitude
0,-1.087885284E+002
1,-1.060487213E+002
2,-1.073486175E+002
3,-1.087688140E+002
4,-1.051812591E+002
5,-1.086774063E+002
6,-1.067197494E+002
7,-1.050567169E+002
8,-1.126675186E+002
9,-1.080084838E+002
10,-1.057989959E+002
11,-1.056837158E+002
12,-1.092042007E+002
13,-1.068019027E+002
14,-1.026766586E+002
15,-1.088601074E+002
16,-1.074191055E+002
17,-1.062185211E+002
18,-1.055559463E+002
19,-1.059037933E+002
20,-1.089095916E+002
21,-1.093763809E+002
22,-1.092381210E+002
23,-1.093530120E+002
24,-1.095323257E+002
25,-1.053561019E+002
26,-1.090134506E+002
27,-1.066789093E+002
28,-1.064239120E+002
29,-1.085364761E+002
30,-1.084473266E+002
31,-1.069979476E+002
32,-1.073552703E+002
33,-1.066003646E+002
34,-1.063750457E+002
35,-1.061098861E+002
36,-1.106191253E+002
37,-1.084197006E+002
38,-1.080690078E+002
39,-1.053210067E+002
40,-1.068305664E+002
41,-1.075276031E+002
42,-1.063606948E+002
43,-1.072125625E+002
44,-1.069983673E+002
45,-1.106234512E+002
46,-1.093171615E+002
47,-1.133434677E+002
48,-1.116161346E+002
49,-1.064401397E+002
50,-1.076291275E+002
51,-1.061224746E+002
52,-1.074501571E+002
53,-1.084672012E+002
54,-1.118765029E+002
55,-1.048240585E+002
56,-1.058558731E+002
57,-1.101463775E+002
58,-1.061676025E+002
59,-1.088411636E+002
60,-1.087294769E+002
61,-1.134712524E+002
62,-1.120676498E+002
63,-1.068848724E+002
64,-1.079482269E+002
65,-1.072502059E+002
66,-1.054764022E+002
67,-1.097877197E+002
68,-1.082525405E+002
69,-1.030297393E+002
70,-1.101409072E+002
71,-1.076735076E+002
72,-1.048682861E+002
73,-1.075095825E+002
74,-1.093567123E+002
75,-1.088458480E+002
76,-1.070788192E+002
77,-1.099643707E+002
78,-1.071513214E+002
79,-1.063309326E+002
80,-1.068515396E+002
81,-1.080071868E+002
82,-1.028830947E+002
83,-1.078703842E+002
84,-1.079829864E+002
85,-1.059162826E+002
86,-1.057515640E+002
87,-1.073170776E+002
88,-1.068796005E+002
89,-1.056416778E+002
90,-1.063629531E+002
91,-1.086831283E+002
92,-1.112509002E+002
93,-1.118733673E+002
94,-1.086224212E+002
95,-1.061335067E+002
96,-1.092776260E+002
97,-1.057787017E+002
98,-1.058126068E+002
99,-1.133540878E+002
100,-1.104191436E+002
