,Amplitude
0,-1.059179840E+002
1,-1.067987289E+002
2,-1.049168472E+002
3,-1.079989242E+002
4,-1.112985611E+002
5,-1.092256012E+002
6,-1.032485809E+002
7,-1.034694061E+002
8,-1.112964706E+002
9,-1.065336761E+002
10,-1.109853286E+002
11,-1.076082000E+002
12,-1.092735824E+002
13,-1.063237762E+002
14,-1.048167953E+002
15,-1.025382080E+002
16,-1.063185806E+002
17,-1.073335189E+002
18,-1.050541229E+002
19,-1.071421508E+002
20,-1.070136718E+002
21,-1.077614975E+002
22,-1.086517105E+002
23,-1.124281616E+002
24,-1.079959335E+002
25,-1.076886138E+002
26,-1.090690460E+002
27,-1.090844955E+002
28,-1.041468963E+002
29,-1.064867095E+002
30,-1.075534820E+002
31,-1.057470474E+002
32,-1.113361816E+002
33,-1.053476333E+002
34,-1.063824691E+002
35,-1.109729385E+002
36,-1.048529663E+002
37,-1.102705688E+002
38,-1.102720336E+002
39,-1.071054840E+002
40,-1.113829498E+002
41,-1.103402099E+002
42,-1.119594497E+002
43,-1.062392349E+002
44,-1.063435211E+002
45,-1.063569107E+002
46,-1.086020965E+002
47,-1.081704864E+002
48,-1.096387176E+002
49,-1.080162353E+002
50,-1.065989532E+002
51,-1.061515350E+002
52,-1.078070449E+002
53,-1.068307724E+002
54,-1.060088958E+002
55,-1.092723159E+002
56,-1.064076309E+002
57,-1.086672210E+002
58,-1.084417877E+002
59,-1.050871810E+002
60,-1.036394424E+002
61,-1.092143936E+002
62,-1.087816162E+002
63,-1.096780853E+002
64,-1.068438568E+002
65,-1.114279327E+002
66,-1.083919906E+002
67,-1.136191558E+002
68,-1.099671020E+002
69,-1.089337997E+002
70,-1.075986175E+002
71,-1.115113067E+002
72,-1.059414291E+002
73,-1.042910003E+002
74,-1.057293853E+002
75,-1.104122772E+002
76,-1.103156356E+002
77,-1.100158538E+002
78,-1.089514770E+002
79,-1.058455963E+002
80,-1.090636444E+002
81,-1.103443832E+002
82,-1.076997680E+002
83,-1.080772934E+002
84,-1.073452148E+002
85,-1.060978012E+002
86,-1.069313736E+002
87,-1.117144165E+002
88,-1.080995636E+002
89,-1.040012664E+002
90,-1.082089233E+002
91,-1.042479019E+002
92,-1.069874725E+002
93,-1.053978729E+002
94,-1.077386093E+002
95,-1.052670669E+002
96,-1.068363037E+002
97,-1.076475219E+002
98,-1.046981582E+002
99,-1.076487884E+002
100,-1.050211334E+002
