,Amplitude
0,-1.055936050E+002
1,-1.069841918E+002
2,-1.083394012E+002
3,-1.088671112E+002
4,-1.090144653E+002
5,-1.064794158E+002
6,-1.063946151E+002
7,-1.080428466E+002
8,-1.109546508E+002
9,-1.103560180E+002
10,-1.077608642E+002
11,-1.078831405E+002
12,-1.091099243E+002
13,-1.065442352E+002
14,-1.082873077E+002
15,-1.070534668E+002
16,-1.063848495E+002
17,-1.086865387E+002
18,-1.076554794E+002
19,-1.039171600E+002
20,-1.058189468E+002
21,-1.072149276E+002
22,-1.065253143E+002
23,-1.062300796E+002
24,-1.070539398E+002
25,-1.078499603E+002
26,-1.083709716E+002
27,-1.066657867E+002
28,-1.076773834E+002
29,-1.067751693E+002
30,-1.089451751E+002
31,-1.080728759E+002
32,-1.049352264E+002
33,-1.085731811E+002
34,-1.085020599E+002
35,-1.068948135E+002
36,-1.080586929E+002
37,-1.063847427E+002
38,-1.104935302E+002
39,-1.072861175E+002
40,-1.082070541E+002
41,-1.083952484E+002
42,-1.070041503E+002
43,-1.083867187E+002
44,-1.094847869E+002
45,-1.084777069E+002
46,-1.080316162E+002
47,-1.086966323E+002
48,-1.090296630E+002
49,-1.064774627E+002
50,-1.057190399E+002
51,-1.050651626E+002
52,-1.072528076E+002
53,-1.069450302E+002
54,-1.104135360E+002
55,-1.069264526E+002
56,-1.089995880E+002
57,-1.067445831E+002
58,-1.070324325E+002
59,-1.088362655E+002
60,-1.080739975E+002
61,-1.056729888E+002
62,-1.058618545E+002
63,-1.079059906E+002
64,-1.110249252E+002
65,-1.068077850E+002
66,-1.067791595E+002
67,-1.055745239E+002
68,-1.048940048E+002
69,-1.090025863E+002
70,-1.095428009E+002
71,-1.056975936E+002
72,-1.034368438E+002
73,-1.061855621E+002
74,-1.098527069E+002
75,-1.086929702E+002
76,-1.066624984E+002
77,-1.080329361E+002
78,-1.052303314E+002
79,-1.090229034E+002
80,-1.079182968E+002
81,-1.055445785E+002
82,-1.063920517E+002
83,-1.062292938E+002
84,-1.083993148E+002
85,-1.092106323E+002
86,-1.061553115E+002
87,-1.069318695E+002
88,-1.042488403E+002
89,-1.085429687E+002
90,-1.109548187E+002
91,-1.079540176E+002
92,-1.148468780E+002
93,-1.055796051E+002
94,-1.103239517E+002
95,-1.069328460E+002
96,-1.095740966E+002
97,-1.073693618E+002
98,-1.079043121E+002
99,-1.064635620E+002
100,-1.092024307E+002
