,Amplitude
0,-1.078939819E+002
1,-1.071261444E+002
2,-1.088462982E+002
3,-1.061918792E+002
4,-1.064543838E+002
5,-1.072943573E+002
6,-1.090389404E+002
7,-1.083113021E+002
8,-1.086210556E+002
9,-1.133112640E+002
10,-1.086089019E+002
11,-1.129226074E+002
12,-1.113973541E+002
13,-1.060160751E+002
14,-1.087594757E+002
15,-1.091610107E+002
16,-1.080334701E+002
17,-1.087612762E+002
18,-1.056724014E+002
19,-1.085026397E+002
20,-1.062824859E+002
21,-1.081928863E+002
22,-1.085219116E+002
23,-1.060062027E+002
24,-1.090519027E+002
25,-1.084948349E+002
26,-1.080881347E+002
27,-1.053753204E+002
28,-1.050156707E+002
29,-1.080738906E+002
30,-1.107165985E+002
31,-1.118023529E+002
32,-1.095038681E+002
33,-1.067826690E+002
34,-1.096547012E+002
35,-1.074607315E+002
36,-1.091647796E+002
37,-1.078069305E+002
38,-1.097443847E+002
39,-1.085262832E+002
40,-1.049130020E+002
41,-1.068160018E+002
42,-1.084941253E+002
43,-1.088339004E+002
44,-1.075512924E+002
45,-1.145371322E+002
46,-1.069669952E+002
47,-1.050825042E+002
48,-1.071700058E+002
49,-1.050972518E+002
50,-1.065688476E+002
51,-1.070262832E+002
52,-1.097520752E+002
53,-1.053455658E+002
54,-1.097172012E+002
55,-1.057042388E+002
56,-1.071173553E+002
57,-1.085080108E+002
58,-1.066534194E+002
59,-1.091271514E+002
60,-1.094216690E+002
61,-1.108846054E+002
62,-1.074372558E+002
63,-1.086395263E+002
64,-1.045062713E+002
65,-1.042343597E+002
66,-1.035715713E+002
67,-1.083180160E+002
68,-1.108202896E+002
69,-1.032491073E+002
70,-1.094488754E+002
71,-1.080072174E+002
72,-1.073484268E+002
73,-1.091161499E+002
74,-1.057491226E+002
75,-1.081818084E+002
76,-1.110336761E+002
77,-1.145408096E+002
78,-1.060367813E+002
79,-1.095975189E+002
80,-1.036528549E+002
81,-1.077406616E+002
82,-1.089382782E+002
83,-1.096682281E+002
84,-1.057518463E+002
85,-1.076292953E+002
86,-1.075393447E+002
87,-1.080487442E+002
88,-1.083635482E+002
89,-1.071359024E+002
90,-1.077397460E+002
91,-1.072063751E+002
92,-1.071269531E+002
93,-1.094138183E+002
94,-1.095889663E+002
95,-1.073946380E+002
96,-1.067109603E+002
97,-1.099715805E+002
98,-1.061189575E+002
99,-1.069114379E+002
100,-1.077607574E+002
