1,-3.0907,158.08
2,-0.1369,151.01
3,1.4637,156.89
4,3.0222,165.07
5,1.5801,154.73
6,-1.9526,152.32
7,-0.066857,150.25
8,0.1254,153.23
9,-0.041363,146.64
10,-0.16929,140.93
11,-0.62054,159.35
12,0.72433,156.5
13,1.1136,138.67
14,1.3594,126.04
15,0.1505,122.84
16,-3.7391,145.24
17,-3.972,156.75
18,-1.2509,137.52
19,-1.2204,142.67
20,0.8606,116.74
21,1.1353,161.32
22,0.41421,162.79
23,2.2843,167.78
24,2.2717,173.84
25,1.0427,172.33
26,1.8316,165.45
27,2.1752,174.12
28,2.4893,171.42
29,3.2042,164.21
30,2.5862,159.23
31,1.3846,150.71
32,-0.7553,161.77
33,-0.399,133.77
34,1.794,123.92
35,2.5232,136.74
36,2.8518,142.4
37,1.3537,114.99
38,0.1564,134.52
39,2.7138,138.71
40,1.7336,147.96
41,1.3149,146.92
42,3.6078,143.55
43,2.397,139.05
44,0.4417,127.92
45,-0.87993,129.03
46,-3.5791,132.32
47,-4.5437,139.35
48,-8.8199,35.129
49,-4.0073,110.37
50,-2.2956,107.96
51,1.196,113.06
52,1.7579,122.95
53,1.8518,137.48
54,0.5433,144.37
55,0.035829,131.29
56,0.96667,139.46
57,0.42215,135.65
58,1.3734,130.9
59,1.5198,135.12
60,1.6388,127.58
61,0.55651,120.4
62,-3.0327,106.13
63,-4.9645,104.43
64,-8.2879,115.92
65,-6.5612,138.07
66,-2.7588,127.17
67,-1.0534,126.63
68,1.5523,135.14
69,0.53496,132.45
70,-2.2053,135.91
71,-1.3175,129.8
72,-0.98704,128.95
73,-0.32457,130.02
74,-0.56604,119.14
75,-2.8429,118.64
76,-2.4892,128.4
77,-1.1984,123.63
78,-0.32704,107.5
79,-0.91796,111.54
80,-3.2074,126.46
81,-5.6416,155.19
82,-0.86027,138.33
83,-0.13761,138.98
84,1.503,151.69
85,1.2372,160.12
86,1.1627,160.71
87,2.1603,149.64
88,1.1078,146.83
89,-1.7413,87.385
90,-2.7308,131.48
91,-5.0126,135.44
92,-0.67946,150.07
93,2.2488,147.47
94,0.25462,127.84
95,-1.1019,115.01
96,-0.88645,116.47
97,0.27671,130.94
98,-0.43005,116.62
99,-0.39394,130.49
100,2.0088,147.15
101,2.0997,159.63
102,-0.16951,158.57
103,-0.35465,139.57
104,1.7712,142.07
105,3.3774,152.96
106,1.9085,156.48
107,-0.25654,162.08
108,1.623,161.66
109,3.1152,132.39
110,1.7225,148.95
111,0.35922,141.85
112,-2.9102,154.04
113,-5.707,112.15
114,-2.0609,116.95
115,-0.79116,117.73
116,-0.6207,125.16
117,-3.6287,124.77
118,-1.8739,107.18
119,1.0602,114.39
120,0.78471,136.58
121,-0.050249,133.77
122,0.70925,116.44
123,0.086627,133.54
124,-0.25635,134.01
125,1.693,128.23
126,-0.39438,121.79
127,-2.0742,107.42
128,-4.8169,123.25
129,-5.1546,141.75
130,-1.6035,128.5
131,0.4695,133.13
132,1.8729,140.24
133,0.099172,141.7
134,-1.3611,137.57
135,-0.77011,124.28
136,-0.92148,134.38
137,-1.5129,132.54
138,-0.87707,123.24
139,-1.333,125.61
140,-0.039179,136.59
141,1.0756,125.99
142,-0.49818,117.16
143,-1.2482,110.76
144,-4.3682,119.93
145,-5.1179,142.88
146,-0.29564,136.11
147,1.5845,127.75
148,0.68659,136.95
149,0.71352,158.21
150,-0.32226,151.03
151,0.011201,140.71
152,1.8587,137.36
153,0.20518,127.7
154,-2.1208,140.03
155,-2.0478,143.03
156,0.79699,126.46
157,1.7517,108.42
158,-0.56548,133.29
159,-1.3687,116.13
160,-1.0667,124.25
161,-0.096547,140.65
162,2.3642,128.72
163,2.0548,136.82
164,0.68676,138.27
165,-0.5811,123.43
166,-0.75931,126.94
167,-0.094446,139.5
168,0.70115,142
169,2.7538,149.48
170,2.6084,156.47
171,1.6949,160.06
172,2.9783,166.51
173,2.23,158.53
174,1.658,145.35
175,-0.37056,149.32
176,-4.793,124.53
177,-5.8175,122.1
178,-0.96932,111.43
179,-0.025569,112.78
180,1.0208,119.8
181,0.22934,136.82
182,-0.63546,129.23
183,0.0084004,94.527
184,-0.14469,134.01
185,0.68313,136.72
186,-0.15982,129.73
187,-0.80612,136.29
188,0.62071,135.37
189,1.722,134.47
190,-0.23286,127.61
191,-2.2125,119.82
192,-5.651,125.8
193,-3.7583,144.11
194,-0.52051,126.35
195,1.0326,122.17
196,1.6947,128.7
197,0.025154,142.39
198,-0.035203,134.1
199,0.80518,88.402
200,0.24639,125.78
201,0.75902,135.36
202,1.5279,135.83
203,0.26786,135.21
204,1.1704,133.26
205,2.66,124.68
206,-0.37833,125.54
207,-1.3845,107.6
208,-4.195,111.38
209,-6.0348,169.23
210,-1.0988,158.11
211,1.216,143.96
212,0.5556,153.4
213,1.6193,161.2
214,1.4878,145.51
215,2.4029,156.72
216,2.5934,159.61
217,2.3712,145.51
218,3.1884,145.35
219,0.55057,139.4
220,0.59512,142.14
221,2.7266,158.36
222,1.9905,148.19
223,2.1337,127.48
224,-1.4397,127.98
225,-2.1173,150.39
226,2.2557,132.9
227,2.7238,144.59
228,2.8513,155.8
229,-0.074298,155.76
230,-0.51247,146.71
231,2.4869,157.82
232,1.157,164.34
233,2.1022,157.93
234,2.1481,164.77
235,-0.97934,169.19
236,1.5001,170.48
237,2.376,119.98
238,1.9814,153.48
239,1.3992,158.76
240,-3.0363,175.26
241,-7.4118,126.06
242,-2.6968,121.03
243,-1.418,89.686
244,0.092832,123.35
245,-0.069992,142.03
246,0.3409,139.98
247,0.98634,144.5
248,0.80158,155.47
249,0.99386,146.9
250,1.1442,106.83
251,1.3584,142.82
252,0.45495,151.67
253,1.7901,136
254,0.34472,131.46
255,-1.909,120.62
256,-3.5114,71.887
257,-2.2327,153.22
258,0.49616,141.22
259,1.9949,139.19
260,2.7122,145.4
261,0.31622,151.81
262,-1.0595,146.59
263,-0.20693,123.65
264,0.59989,134.75
265,1.3789,141.78
266,2.0131,137.15
267,-0.6162,132.45
268,-0.059349,138.92
269,1.6882,131.17
270,-0.1909,125.48
271,-0.31365,112.13
272,-3.0473,126.63
273,-2.4286,152.46
274,1.921,137.94
275,2.9316,127.81
276,2.9875,142.49
277,3.3907,148.99
278,1.6677,139.07
279,3.2999,128.52
280,3.2076,107.81
281,1.6035,128.93
282,2.5385,129.2
283,0.94417,113.96
284,1.5918,121.16
285,4.7194,128.97
286,4.6593,123.54
287,3.6706,110.34
288,0.16385,115.65
289,-2.0573,132.16
290,3.8731,114.74
291,4.0495,112.21
292,-0.15108,125.4
293,-1.2314,154.97
294,-0.24209,139.94
295,-0.46902,142.42
296,-8.534,124.84
297,-5.6272,95.814
298,-0.61871,130.64
299,1.8375,140.34
300,0.38365,138.94
301,-1.48,107.19
302,1.2011,115.68
303,-1.199,152.59
304,-9.1719,-143.96
305,-6.4504,138.36
306,-3.4659,106.98
307,-5.6627,140.25
308,-1.4363,135.39
309,-4.0932,126.19
310,-6.0539,129.09
311,-2.2639,129.36
312,-0.63071,121.79
313,0.41522,129.89
314,-1.7999,105.59
315,-2.7457,158.25
316,-1.3521,141.68
317,1.6834,138.86
318,-3.1062,141.85
319,-3.5753,91.808
320,-2.3925,75.336
321,-5.3408,150.59
322,-1.733,130.78
323,-0.62064,132.33
324,1.0129,142.86
325,-0.4062,149.56
326,-1.0879,149.48
327,-0.34343,137.25
328,0.59214,140.99
329,-0.29897,141.79
330,-0.46614,134.95
331,-2.4829,130.01
332,-2.2212,137.25
333,-0.094031,126.87
334,-1.3407,119.56
335,-1.4163,112.59
336,-4.6056,123.29
337,-4.6577,136.36
338,-0.36481,123.87
339,1.6155,98.792
340,1.4021,125.7
341,1.2507,137.46
342,-1.0967,118.01
343,0.32944,75.424
344,1.4721,121.15
345,0.91892,124.39
346,2.2271,127.21
347,1.2363,122.87
348,0.61208,124.77
349,2.7572,130.56
350,2.6257,124.23
351,1.5914,109.12
352,-2.3079,116.64
353,-2.2901,109.78
354,1.2853,107.02
355,2.1255,117.64
356,2.1764,123.83
357,1.9238,123.97
358,2.4335,122.03
359,1.559,123.36
360,0.16477,126.58
361,1.9287,127.85
362,1.2268,127.52
363,0.71534,133.32
364,2.6388,141.19
365,2.3624,131.66
366,1.9753,124.79
367,-0.50739,70.931
368,-3.3528,127.91
369,-15.167,-136.38
370,-6.8103,165.51
371,-4.671,156.59
372,-2.4586,131.45
373,-2.6118,119.59
374,-1.3953,119.99
375,-0.748,142.81
376,-1.3482,149.63
377,-1.0964,137.08
378,-0.055291,126.1
379,0.1997,81.918
380,-0.016516,151.61
381,0.54712,138.83
382,-0.76607,131.19
383,-2.3516,132.43
384,-6.4838,156.71
385,-4.453,162.57
386,0.47016,143.43
387,1.2594,134.32
388,1.7438,150.51
389,1.0202,154.66
390,0.21651,149.01
391,1.7471,133.96
392,0.96267,134.7
393,-0.8558,140.85
394,-0.64468,136.65
395,-1.902,122
396,-1.5075,117.26
397,0.99888,122.52
398,-1.0957,131.1
399,-2.6466,131.85
400,-6.4692,148.4
401,-2.8029,119.71
402,-0.69641,108.37
403,0.78551,109.08
404,-0.06379,111.36
405,-0.39732,131.87
406,0.46127,123.89
407,2.4992,81.624
408,3.4146,136.99
409,1.8681,134.84
410,2.1193,132.84
411,2.639,133.82
412,2.5787,127.38
413,3.1069,124.92
414,1.6762,126.33
415,1.2948,110.59
416,-0.63786,114.03
417,-1.6728,125.72
418,0.63576,117.64
419,0.90894,117.73
420,1.6275,126.96
421,2.5705,139.8
422,2.5048,135.95
423,1.6162,126.4
424,0.62692,135.55
425,0.70188,143.95
426,0.65081,133.63
427,0.74151,134.06
428,1.714,139.19
429,2.563,131.21
430,0.80266,133.37
431,-2.5742,75.961
432,-2.7821,120.56
433,-4.3468,101.96
434,-1.2649,117.73
435,-0.64743,118.87
436,0.93694,132.08
437,0.24559,139.65
438,-0.004833,134.44
439,0.8415,143.18
440,1.7748,150.61
441,1.5401,150.58
442,1.0918,143.33
443,1.5416,157.09
444,2.0744,157.75
445,2.9562,149.71
446,0.89696,144.91
447,-1.4732,140.57
448,-4.7888,157.23
449,-3.7816,164.3
450,0.29032,144.92
451,1.457,139.81
452,2.5013,148.83
453,0.80897,151.22
454,-1.2332,146.7
455,0.27017,132.87
456,0.4937,141.62
457,0.89891,145.18
458,1.0007,142.82
459,0.093778,147.86
460,0.59839,149.86
461,3.2195,143.29
462,1.8388,134.57
463,0.23212,129.09
464,-2.0665,135.73
465,-0.31967,137.82
466,0.4303,133.38
467,2.2946,144.77
468,3.8254,142.34
469,1.2902,146.53
470,-0.0081109,78.056
471,1.2846,138.69
472,1.7552,147.85
473,1.7487,139.37
474,2.1432,124.8
475,1.0975,137.03
476,2.1078,146.41
477,3.1361,132.96
478,3.0785,120.91
479,2.3897,120.5
480,-0.70552,140
481,-0.81187,129.95
482,1.1573,143.92
483,2.8318,156.88
484,3.8084,98.917
485,2.9327,168.93
486,1.771,156.91
487,2.0476,159.01
488,1.9814,173.19
489,1.5322,174.13
490,2.5656,166.68
491,3.0696,-175.67
492,3.0738,-176.85
493,3.613,167.28
494,1.8303,120.5
495,-0.83956,154.68
496,-4.2756,162.87
497,-1.5111,149.36
498,-0.00022845,141.23
499,0.98454,149.67
500,2.9171,165.07
501,1.4676,173.67
502,1.445,171.66
503,2.1441,169.43
504,2.3421,176.1
505,0.6725,170.27
506,0.21505,160.07
507,-0.56649,-176.49
508,1.0224,-178.11
509,3.511,174.24
510,2.5792,167.56
511,0.88358,169.06
512,-2.8175,-144.18
