,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3,Frequency_4,Amplitude_4,Phase_4,Frequency_5,Amplitude_5,Phase_5,Frequency_6,Amplitude_6,Phase_6,Frequency_7,Amplitude_7,Phase_7,Frequency_8,Amplitude_8,Phase_8,Frequency_9,Amplitude_9,Phase_9,Frequency_10,Amplitude_10,Phase_10,Frequency_11,Amplitude_11,Phase_11
0,11500000000.0,-3.871776582E+01,-3.527098865E+01,11520000000.0,-3.815862435E+01,8.759963637E+01,11540000000.0,-3.790279587E+01,-1.527152928E+02,11560000000.0,-3.809351723E+01,-3.437038997E+01,11580000000.0,-3.821844025E+01,8.513730607E+01,11600000000.0,-3.871953111E+01,-1.532506231E+02,11620000000.0,-3.955146801E+01,-3.390053827E+01,11640000000.0,-3.969849329E+01,9.200712197E+01,11660000000.0,-4.072327384E+01,-1.409431454E+02,11680000000.0,-4.046034079E+01,-1.784878153E+01,11700000000.0,"-4.097049836E+01
","1.114149157E+02
"
1,11500000000.0,-3.765558646E+01,-2.754789236E+01,11520000000.0,-3.705008879E+01,9.582829450E+01,11540000000.0,-3.612705485E+01,-1.474946581E+02,11560000000.0,-3.563291852E+01,-2.680241273E+01,11580000000.0,-3.561700316E+01,9.251533766E+01,11600000000.0,-3.548976884E+01,-1.472590898E+02,11620000000.0,-3.681514630E+01,-2.777100729E+01,11640000000.0,-3.749814264E+01,9.948040096E+01,11660000000.0,-3.804414606E+01,-1.331715270E+02,11680000000.0,-3.791649025E+01,-9.491923889E+00,11700000000.0,"-3.883771756E+01
","1.173958799E+02
"
2,11500000000.0,-3.488376965E+01,-3.942620320E+01,11520000000.0,-3.444951628E+01,8.492100510E+01,11540000000.0,-3.415221339E+01,-1.544503510E+02,11560000000.0,-3.349161149E+01,-3.382183701E+01,11580000000.0,-3.348088562E+01,8.443125441E+01,11600000000.0,-3.431064455E+01,-1.552971684E+02,11620000000.0,-3.520770167E+01,-3.050791576E+01,11640000000.0,-3.580476567E+01,9.453439850E+01,11660000000.0,-3.625342991E+01,-1.390965007E+02,11680000000.0,-3.672047679E+01,-1.268526292E+01,11700000000.0,"-3.707248616E+01
","1.127515232E+02
"
3,11500000000.0,-3.329632177E+01,-4.092574576E+01,11520000000.0,-3.261105182E+01,8.086941797E+01,11540000000.0,-3.268371380E+01,-1.580961092E+02,11560000000.0,-3.212645954E+01,-3.850360032E+01,11580000000.0,-3.226323321E+01,8.025839673E+01,11600000000.0,-3.263964972E+01,-1.600801116E+02,11620000000.0,-3.349536598E+01,-3.482977085E+01,11640000000.0,-3.391811857E+01,8.885318322E+01,11660000000.0,-3.405095564E+01,-1.437195833E+02,11680000000.0,-3.413471032E+01,-1.934914660E+01,11700000000.0,"-3.466658042E+01
","1.084641520E+02
"
4,11500000000.0,-3.514720182E+01,-3.782330693E+01,11520000000.0,-3.433150694E+01,8.599130341E+01,11540000000.0,-3.398052405E+01,-1.531576310E+02,11560000000.0,-3.355777408E+01,-3.178931409E+01,11580000000.0,-3.371483651E+01,8.766092739E+01,11600000000.0,-3.442966517E+01,-1.528335094E+02,11620000000.0,-3.498493648E+01,-2.869995482E+01,11640000000.0,-3.539490188E+01,9.546024346E+01,11660000000.0,-3.604682338E+01,-1.384341130E+02,11680000000.0,-3.599332598E+01,-1.199306890E+01,11700000000.0,"-3.650444051E+01
","1.126043673E+02
"
5,11500000000.0,-3.788383810E+01,-2.928338010E+01,11520000000.0,-3.721843604E+01,9.348912340E+01,11540000000.0,-3.708864324E+01,-1.473823510E+02,11560000000.0,-3.677429351E+01,-2.780525777E+01,11580000000.0,-3.717811822E+01,9.035081375E+01,11600000000.0,-3.776438651E+01,-1.505248126E+02,11620000000.0,-3.831659088E+01,-2.699761340E+01,11640000000.0,-3.868805848E+01,9.944652683E+01,11660000000.0,-3.879168983E+01,-1.336525372E+02,11680000000.0,-3.906787285E+01,-6.418061954E+00,11700000000.0,"-3.858467642E+01
","1.205948826E+02
"
6,11500000000.0,-3.720293392E+01,-2.817291519E+01,11520000000.0,-3.620617613E+01,9.372610700E+01,11540000000.0,-3.571335598E+01,-1.455685097E+02,11560000000.0,-3.518359289E+01,-2.858893623E+01,11580000000.0,-3.510903884E+01,9.190788028E+01,11600000000.0,-3.587441776E+01,-1.493827425E+02,11620000000.0,-3.659956821E+01,-2.309915363E+01,11640000000.0,-3.715354877E+01,1.020393637E+02,11660000000.0,-3.760501059E+01,-1.325082500E+02,11680000000.0,-3.769167659E+01,-4.428828903E+00,11700000000.0,"-3.771702300E+01
","1.177749029E+02
"
7,11500000000.0,-3.610751281E+01,-3.102218589E+01,11520000000.0,-3.530227736E+01,8.880318280E+01,11540000000.0,-3.481433259E+01,-1.472704732E+02,11560000000.0,-3.450124882E+01,-2.944233376E+01,11580000000.0,-3.457318441E+01,9.012560857E+01,11600000000.0,-3.552071269E+01,-1.504805255E+02,11620000000.0,-3.608566533E+01,-2.601988459E+01,11640000000.0,-3.627965348E+01,9.804140491E+01,11660000000.0,-3.697271987E+01,-1.359350381E+02,11680000000.0,-3.702591693E+01,-1.155336637E+01,11700000000.0,"-3.681476581E+01
","1.153256230E+02
"
8,11500000000.0,-3.701645700E+01,-2.318407534E+01,11520000000.0,-3.600275178E+01,9.502288028E+01,11540000000.0,-3.557541451E+01,-1.431591160E+02,11560000000.0,-3.544360775E+01,-2.548791414E+01,11580000000.0,-3.539161835E+01,9.571258617E+01,11600000000.0,-3.593372386E+01,-1.453159669E+02,11620000000.0,-3.645997152E+01,-2.139157514E+01,11640000000.0,-3.674490357E+01,1.074724775E+02,11660000000.0,-3.699897466E+01,-1.252895308E+02,11680000000.0,-3.729737509E+01,3.114447498E-01,11700000000.0,"-3.681688037E+01
","1.286746920E+02
"
9,11500000000.0,-3.663199102E+01,-2.117669991E+01,11520000000.0,-3.604237749E+01,1.004967379E+02,11540000000.0,-3.533836799E+01,-1.374033640E+02,11560000000.0,-3.505199434E+01,-1.671667354E+01,11580000000.0,-3.494879198E+01,9.935940011E+01,11600000000.0,-3.603199510E+01,-1.370563231E+02,11620000000.0,-3.679875929E+01,-1.594123641E+01,11640000000.0,-3.725249915E+01,1.104643774E+02,11660000000.0,-3.782257590E+01,-1.235221305E+02,11680000000.0,-3.811706151E+01,4.137075621E+00,11700000000.0,"-3.789193049E+01
","1.286497400E+02
"
